"i","lon","lat","x","y","z","gbli","land"
1119,130.78125,30.5801820745676,-0.86260593225674,1,0.780407659653944,6820,TRUE
1120,133.59375,29.4754799415932,-0.952079146700925,1,0.780407659653944,6821,TRUE
1121,46.40625,27.024870971654,0.952079146700925,1,0.704279460865044,6643,FALSE
1122,49.21875,28.0704039441713,0.86260593225674,1,0.704279460865044,6644,TRUE
1123,52.03125,29.0397439515607,0.780407659653944,1,0.704279460865044,6789,FALSE
1124,54.84375,29.933689840686,0.704279460865044,1,0.704279460865044,6790,FALSE
1125,57.65625,30.7531962138985,0.633243016177569,1,0.704279460865044,6791,FALSE
1126,60.46875,31.4993172425684,0.566493002730344,1,0.704279460865044,6936,FALSE
1127,63.28125,32.1731576738169,0.503357699799294,1,0.704279460865044,6937,FALSE
1128,66.09375,32.7758307053597,0.443269513890864,1,0.704279460865044,6938,FALSE
1129,68.90625,33.308422237106,0.385742566271121,1,0.704279460865044,6940,FALSE
1130,71.71875,33.7719609170297,0.330355377344334,1,0.704279460865044,7085,FALSE
1131,74.53125,34.1673933656391,0.276737270140414,1,0.704279460865044,7086,FALSE
1132,77.34375,34.4955639729729,0.224557509317129,1,0.704279460865044,7087,FALSE
1133,80.15625,34.7571987019589,0.173516460137856,1,0.704279460865044,7088,FALSE
1134,82.96875,34.9528923923278,0.123338236136739,1,0.704279460865044,7089,FALSE
1135,85.78125,35.0830991327259,0.0737644315224493,1,0.704279460865044,7090,FALSE
1136,88.59375,35.1481253499642,0.0245486221089255,1,0.704279460865044,7091,FALSE
1137,91.40625,35.1481253499642,-0.0245486221089254,1,0.704279460865044,7093,FALSE
1138,94.21875,35.0830991327259,-0.0737644315224492,1,0.704279460865044,7094,FALSE
1139,97.03125,34.9528923923278,-0.123338236136739,1,0.704279460865044,7095,FALSE
1140,99.84375,34.7571987019589,-0.173516460137856,1,0.704279460865044,7096,FALSE
1141,102.65625,34.4955639729729,-0.224557509317129,1,0.704279460865044,7097,FALSE
1142,105.46875,34.1673933656391,-0.276737270140414,1,0.704279460865044,7098,FALSE
1143,108.28125,33.7719609170297,-0.330355377344334,1,0.704279460865044,7099,FALSE
1144,111.09375,33.308422237106,-0.385742566271121,1,0.704279460865044,6956,FALSE
1145,113.90625,32.7758307053597,-0.443269513890864,1,0.704279460865044,6958,FALSE
1146,116.71875,32.1731576738169,-0.503357699799294,1,0.704279460865044,6959,FALSE
1147,119.53125,31.4993172425684,-0.566493002730344,1,0.704279460865044,6960,FALSE
1148,122.34375,30.7531962138985,-0.633243016177569,1,0.704279460865044,6817,TRUE
1149,125.15625,29.933689840686,-0.704279460865044,1,0.704279460865044,6818,TRUE
1150,127.96875,29.0397439515607,-0.780407659653943,1,0.704279460865044,6819,TRUE
1151,130.78125,28.0704039441713,-0.86260593225674,1,0.704279460865044,6676,TRUE
1152,133.59375,27.024870971654,-0.952079146700925,1,0.704279460865044,6677,TRUE
1153,46.40625,24.6373453746825,0.952079146700925,1,0.633243016177569,6499,FALSE
1154,49.21875,25.6175880942637,0.86260593225674,1,0.633243016177569,6500,FALSE
1155,52.03125,26.52905215067,0.780407659653944,1,0.633243016177569,6645,TRUE
1156,54.84375,27.3719524645757,0.704279460865044,1,0.633243016177569,6646,FALSE
1157,57.65625,28.1466751902467,0.633243016177569,1,0.633243016177569,6647,FALSE
1158,60.46875,28.8537318339977,0.566493002730344,1,0.633243016177569,6792,FALSE
1159,63.28125,29.4937180509642,0.503357699799294,1,0.633243016177569,6793,FALSE
1160,66.09375,30.0672771820023,0.443269513890864,1,0.633243016177569,6794,FALSE
1161,68.90625,30.5750684261061,0.385742566271121,1,0.633243016177569,6796,FALSE
1162,71.71875,31.0177394304479,0.330355377344334,1,0.633243016177569,6797,FALSE
1163,74.53125,31.3959030115059,0.276737270140414,1,0.633243016177569,6942,FALSE
1164,77.34375,31.7101176882444,0.224557509317129,1,0.633243016177569,6943,FALSE
1165,80.15625,31.9608717040583,0.173516460137856,1,0.633243016177569,6944,FALSE
1166,82.96875,32.1485702313572,0.123338236136739,1,0.633243016177569,6945,FALSE
1167,85.78125,32.2735254855488,0.0737644315224493,1,0.633243016177569,6946,FALSE
1168,88.59375,32.3359495192458,0.0245486221089255,1,0.633243016177569,6947,FALSE
1169,91.40625,32.3359495192458,-0.0245486221089254,1,0.633243016177569,6949,FALSE
1170,94.21875,32.2735254855488,-0.0737644315224492,1,0.633243016177569,6950,FALSE
1171,97.03125,32.1485702313572,-0.123338236136739,1,0.633243016177569,6951,FALSE
1172,99.84375,31.9608717040583,-0.173516460137856,1,0.633243016177569,6952,FALSE
1173,102.65625,31.7101176882444,-0.224557509317129,1,0.633243016177569,6953,FALSE
1174,105.46875,31.3959030115059,-0.276737270140414,1,0.633243016177569,6954,FALSE
1175,108.28125,31.0177394304479,-0.330355377344334,1,0.633243016177569,6811,FALSE
1176,111.09375,30.5750684261061,-0.385742566271121,1,0.633243016177569,6812,FALSE
1177,113.90625,30.0672771820023,-0.443269513890864,1,0.633243016177569,6814,FALSE
1178,116.71875,29.4937180509642,-0.503357699799294,1,0.633243016177569,6815,FALSE
1179,119.53125,28.8537318339977,-0.566493002730344,1,0.633243016177569,6816,FALSE
1180,122.34375,28.1466751902467,-0.633243016177569,1,0.633243016177569,6673,TRUE
1181,125.15625,27.3719524645757,-0.704279460865044,1,0.633243016177569,6674,TRUE
1182,127.96875,26.52905215067,-0.780407659653943,1,0.633243016177569,6675,FALSE
1183,130.78125,25.6175880942637,-0.86260593225674,1,0.633243016177569,6532,TRUE
1184,133.59375,24.6373453746825,-0.952079146700925,1,0.633243016177569,6533,TRUE
1185,46.40625,22.3074062926486,0.952079146700925,1,0.566493002730344,6355,FALSE
1186,49.21875,23.2170827799185,0.86260593225674,1,0.566493002730344,6356,FALSE
1187,52.03125,24.0651917878168,0.780407659653944,1,0.566493002730344,6501,FALSE
1188,54.84375,24.8515000492541,0.704279460865044,1,0.566493002730344,6502,FALSE
1189,57.65625,25.5759460832167,0.633243016177569,1,0.566493002730344,6503,TRUE
1190,60.46875,26.2386044650576,0.566493002730344,1,0.566493002730344,6504,FALSE
1191,63.28125,26.8396528733221,0.503357699799294,1,0.566493002730344,6649,FALSE
1192,66.09375,27.3793421717918,0.443269513890864,1,0.566493002730344,6650,FALSE
1193,68.90625,27.8579696469629,0.385742566271121,1,0.566493002730344,6652,FALSE
1194,71.71875,28.2758554156729,0.330355377344334,1,0.566493002730344,6653,FALSE
1195,74.53125,28.6333219421081,0.276737270140414,1,0.566493002730344,6654,FALSE
1196,77.34375,28.9306765541957,0.224557509317129,1,0.566493002730344,6799,FALSE
1197,80.15625,29.1681968222753,0.173516460137856,1,0.566493002730344,6800,FALSE
1198,82.96875,29.3461186539347,0.123338236136739,1,0.566493002730344,6801,FALSE
1199,85.78125,29.4646269642378,0.0737644315224493,1,0.566493002730344,6802,FALSE
1200,88.59375,29.523848796953,0.0245486221089255,1,0.566493002730344,6803,FALSE
1201,91.40625,29.523848796953,-0.0245486221089254,1,0.566493002730344,6805,FALSE
1202,94.21875,29.4646269642378,-0.0737644315224492,1,0.566493002730344,6806,FALSE
1203,97.03125,29.3461186539347,-0.123338236136739,1,0.566493002730344,6807,FALSE
1204,99.84375,29.1681968222753,-0.173516460137856,1,0.566493002730344,6808,FALSE
1205,102.65625,28.9306765541957,-0.224557509317129,1,0.566493002730344,6809,FALSE
1206,105.46875,28.6333219421081,-0.276737270140414,1,0.566493002730344,6666,FALSE
1207,108.28125,28.2758554156729,-0.330355377344334,1,0.566493002730344,6667,FALSE
1208,111.09375,27.8579696469629,-0.385742566271121,1,0.566493002730344,6668,FALSE
1209,113.90625,27.3793421717918,-0.443269513890864,1,0.566493002730344,6670,FALSE
1210,116.71875,26.8396528733221,-0.503357699799294,1,0.566493002730344,6671,FALSE
1211,119.53125,26.2386044650576,-0.566493002730344,1,0.566493002730344,6528,FALSE
1212,122.34375,25.5759460832167,-0.633243016177569,1,0.566493002730344,6529,TRUE
1213,125.15625,24.8515000492541,-0.704279460865044,1,0.566493002730344,6530,TRUE
1214,127.96875,24.0651917878168,-0.780407659653943,1,0.566493002730344,6531,TRUE
1215,130.78125,23.2170827799185,-0.86260593225674,1,0.566493002730344,6388,TRUE
1216,133.59375,22.3074062926486,-0.952079146700925,1,0.566493002730344,6389,TRUE
1217,46.40625,20.0295972386756,0.952079146700925,1,0.503357699799294,6211,FALSE
1218,49.21875,20.8641902416153,0.86260593225674,1,0.503357699799294,6212,FALSE
1219,52.03125,21.6441800935059,0.780407659653944,1,0.503357699799294,6357,FALSE
1220,54.84375,22.3690088751137,0.704279460865044,1,0.503357699799294,6358,FALSE
1221,57.65625,23.0382807548799,0.633243016177569,1,0.503357699799294,6359,FALSE
1222,60.46875,23.6517355222291,0.566493002730344,1,0.503357699799294,6360,TRUE
1223,63.28125,24.209223564006,0.503357699799294,1,0.503357699799294,6505,TRUE
1224,66.09375,24.7106826076109,0.443269513890864,1,0.503357699799294,6506,TRUE
1225,68.90625,25.1561164532549,0.385742566271121,1,0.503357699799294,6508,FALSE
1226,71.71875,25.5455758342192,0.330355377344334,1,0.503357699799294,6509,FALSE
1227,74.53125,25.8791414780066,0.276737270140414,1,0.503357699799294,6510,FALSE
1228,77.34375,26.156909391844,0.224557509317129,1,0.503357699799294,6511,FALSE
1229,80.15625,26.3789783615141,0.173516460137856,1,0.503357699799294,6656,FALSE
1230,82.96875,26.545439631044,0.123338236136739,1,0.503357699799294,6657,FALSE
1231,85.78125,26.6563687202812,0.0737644315224493,1,0.503357699799294,6658,FALSE
1232,88.59375,26.7118193357863,0.0245486221089255,1,0.503357699799294,6659,FALSE
1233,91.40625,26.7118193357863,-0.0245486221089254,1,0.503357699799294,6661,FALSE
1234,94.21875,26.6563687202812,-0.0737644315224492,1,0.503357699799294,6662,FALSE
1235,97.03125,26.545439631044,-0.123338236136739,1,0.503357699799294,6663,FALSE
1236,99.84375,26.3789783615141,-0.173516460137856,1,0.503357699799294,6664,FALSE
1237,102.65625,26.156909391844,-0.224557509317129,1,0.503357699799294,6521,FALSE
1238,105.46875,25.8791414780066,-0.276737270140414,1,0.503357699799294,6522,FALSE
1239,108.28125,25.5455758342192,-0.330355377344334,1,0.503357699799294,6523,FALSE
1240,111.09375,25.1561164532549,-0.385742566271121,1,0.503357699799294,6524,FALSE
1241,113.90625,24.7106826076109,-0.443269513890864,1,0.503357699799294,6526,FALSE
1242,116.71875,24.209223564006,-0.503357699799294,1,0.503357699799294,6527,FALSE
1243,119.53125,23.6517355222291,-0.566493002730344,1,0.503357699799294,6384,TRUE
1244,122.34375,23.0382807548799,-0.633243016177569,1,0.503357699799294,6385,TRUE
1245,125.15625,22.3690088751137,-0.704279460865044,1,0.503357699799294,6386,TRUE
1246,127.96875,21.6441800935059,-0.780407659653943,1,0.503357699799294,6387,TRUE
1247,130.78125,20.8641902416153,-0.86260593225674,1,0.503357699799294,6244,TRUE
1248,133.59375,20.0295972386756,-0.952079146700925,1,0.503357699799294,6245,TRUE
1249,46.40625,17.7985340361138,0.952079146700925,1,0.443269513890864,6067,FALSE
1250,49.21875,18.5542036568606,0.86260593225674,1,0.443269513890864,6068,FALSE
1251,52.03125,19.2619645718787,0.780407659653944,1,0.443269513890864,6213,FALSE
1252,54.84375,19.9210442247999,0.704279460865044,1,0.443269513890864,6214,FALSE
1253,57.65625,20.5308160532158,0.633243016177569,1,0.443269513890864,6215,FALSE
1254,60.46875,21.0907809730068,0.566493002730344,1,0.443269513890864,6216,TRUE
1255,63.28125,21.6005494480953,0.503357699799294,1,0.443269513890864,6361,TRUE
1256,66.09375,22.0598244533684,0.443269513890864,1,0.443269513890864,6362,TRUE
1257,68.90625,22.4683855726243,0.385742566271121,1,0.443269513890864,6364,TRUE
1258,71.71875,22.8260744150529,0.330355377344334,1,0.443269513890864,6365,FALSE
1259,74.53125,23.1327814839796,0.276737270140414,1,0.443269513890864,6366,FALSE
1260,77.34375,23.3884345906907,0.224557509317129,1,0.443269513890864,6367,FALSE
1261,80.15625,23.5929888738784,0.173516460137856,1,0.443269513890864,6368,FALSE
1262,82.96875,23.7464184609654,0.123338236136739,1,0.443269513890864,6369,FALSE
1263,85.78125,23.8487097903905,0.0737644315224493,1,0.443269513890864,6514,FALSE
1264,88.59375,23.899856602797,0.0245486221089255,1,0.443269513890864,6515,FALSE
1265,91.40625,23.899856602797,-0.0245486221089254,1,0.443269513890864,6517,FALSE
1266,94.21875,23.8487097903905,-0.0737644315224492,1,0.443269513890864,6518,FALSE
1267,97.03125,23.7464184609654,-0.123338236136739,1,0.443269513890864,6375,FALSE
1268,99.84375,23.5929888738784,-0.173516460137856,1,0.443269513890864,6376,FALSE
1269,102.65625,23.3884345906907,-0.224557509317129,1,0.443269513890864,6377,FALSE
1270,105.46875,23.1327814839796,-0.276737270140414,1,0.443269513890864,6378,FALSE
1271,108.28125,22.8260744150529,-0.330355377344334,1,0.443269513890864,6379,FALSE
1272,111.09375,22.4683855726243,-0.385742566271121,1,0.443269513890864,6380,FALSE
1273,113.90625,22.0598244533684,-0.443269513890864,1,0.443269513890864,6382,TRUE
1274,116.71875,21.6005494480953,-0.503357699799294,1,0.443269513890864,6383,TRUE
1275,119.53125,21.0907809730068,-0.566493002730344,1,0.443269513890864,6240,TRUE
1276,122.34375,20.5308160532158,-0.633243016177569,1,0.443269513890864,6241,TRUE
1277,125.15625,19.9210442247999,-0.704279460865044,1,0.443269513890864,6242,TRUE
1278,127.96875,19.2619645718787,-0.780407659653943,1,0.443269513890864,6243,TRUE
1279,130.78125,18.5542036568606,-0.86260593225674,1,0.443269513890864,6100,TRUE
1280,133.59375,17.7985340361138,-0.952079146700925,1,0.443269513890864,6101,TRUE
1281,46.40625,15.6089244957773,0.952079146700925,1,0.385742566271121,5923,FALSE
1282,49.21875,16.2824334843658,0.86260593225674,1,0.385742566271121,6068,FALSE
1283,52.03125,16.9144522396793,0.780407659653944,1,0.385742566271121,6069,FALSE
1284,54.84375,17.5040896268691,0.704279460865044,1,0.385742566271121,6070,FALSE
1285,57.65625,18.0505810345122,0.633243016177569,1,0.385742566271121,6071,TRUE
1286,60.46875,18.5532763152816,0.566493002730344,1,0.385742566271121,6072,TRUE
1287,63.28125,19.0116278191035,0.503357699799294,1,0.385742566271121,6217,TRUE
1288,66.09375,19.425178770071,0.443269513890864,1,0.385742566271121,6218,TRUE
1289,68.90625,19.7935522002102,0.385742566271121,1,0.385742566271121,6220,TRUE
1290,71.71875,20.1164406169702,0.330355377344334,1,0.385742566271121,6221,TRUE
1291,74.53125,20.3935965481155,0.276737270140414,1,0.385742566271121,6222,FALSE
1292,77.34375,20.6248240782101,0.224557509317129,1,0.385742566271121,6223,FALSE
1293,80.15625,20.8099714654149,0.173516460137856,1,0.385742566271121,6224,FALSE
1294,82.96875,20.9489249058703,0.123338236136739,1,0.385742566271121,6225,FALSE
1295,85.78125,21.0416034952865,0.0737644315224493,1,0.385742566271121,6226,FALSE
1296,88.59375,21.0879554230956,0.0245486221089255,1,0.385742566271121,6227,TRUE
1297,91.40625,21.0879554230956,-0.0245486221089254,1,0.385742566271121,6229,TRUE
1298,94.21875,21.0416034952865,-0.0737644315224492,1,0.385742566271121,6230,FALSE
1299,97.03125,20.9489249058703,-0.123338236136739,1,0.385742566271121,6231,FALSE
1300,99.84375,20.8099714654149,-0.173516460137856,1,0.385742566271121,6232,FALSE
1301,102.65625,20.6248240782101,-0.224557509317129,1,0.385742566271121,6233,FALSE
1302,105.46875,20.3935965481155,-0.276737270140414,1,0.385742566271121,6234,FALSE
1303,108.28125,20.1164406169702,-0.330355377344334,1,0.385742566271121,6235,TRUE
1304,111.09375,19.7935522002102,-0.385742566271121,1,0.385742566271121,6236,TRUE
1305,113.90625,19.425178770071,-0.443269513890864,1,0.385742566271121,6238,TRUE
1306,116.71875,19.0116278191035,-0.503357699799294,1,0.385742566271121,6239,TRUE
1307,119.53125,18.5532763152816,-0.566493002730344,1,0.385742566271121,6096,TRUE
1308,122.34375,18.0505810345122,-0.633243016177569,1,0.385742566271121,6097,TRUE
1309,125.15625,17.5040896268691,-0.704279460865044,1,0.385742566271121,6098,TRUE
1310,127.96875,16.9144522396793,-0.780407659653943,1,0.385742566271121,6099,TRUE
1311,130.78125,16.2824334843658,-0.86260593225674,1,0.385742566271121,6100,TRUE
1312,133.59375,15.6089244957773,-0.952079146700925,1,0.385742566271121,5957,TRUE
1313,46.40625,13.4555782276856,0.952079146700925,1,0.330355377344334,5779,TRUE
1314,49.21875,14.0442249215683,0.86260593225674,1,0.330355377344334,5924,TRUE
1315,52.03125,14.5975314148199,0.780407659653944,1,0.330355377344334,5925,TRUE
1316,54.84375,15.1145702664255,0.704279460865044,1,0.330355377344334,5926,TRUE
1317,57.65625,15.5945199384594,0.633243016177569,1,0.330355377344334,5927,TRUE
1318,60.46875,16.0366576885324,0.566493002730344,1,0.330355377344334,5928,TRUE
1319,63.28125,16.4403523178455,0.503357699799294,1,0.330355377344334,6073,TRUE
1320,66.09375,16.8050569569443,0.443269513890864,1,0.330355377344334,6074,TRUE
1321,68.90625,17.130302051998,0.385742566271121,1,0.330355377344334,6076,TRUE
1322,71.71875,17.4156886945996,0.330355377344334,1,0.330355377344334,6077,TRUE
1323,74.53125,17.660882418486,0.276737270140414,1,0.330355377344334,6078,FALSE
1324,77.34375,17.8656075677935,0.224557509317129,1,0.330355377344334,6079,FALSE
1325,80.15625,18.0296423238837,0.173516460137856,1,0.330355377344334,6080,FALSE
1326,82.96875,18.15281446163,0.123338236136739,1,0.330355377344334,6081,FALSE
1327,85.78125,18.2349978913967,0.0737644315224493,1,0.330355377344334,6082,TRUE
1328,88.59375,18.2761100297163,0.0245486221089255,1,0.330355377344334,6083,TRUE
1329,91.40625,18.2761100297163,-0.0245486221089254,1,0.330355377344334,6085,TRUE
1330,94.21875,18.2349978913967,-0.0737644315224492,1,0.330355377344334,6086,TRUE
1331,97.03125,18.15281446163,-0.123338236136739,1,0.330355377344334,6087,FALSE
1332,99.84375,18.0296423238837,-0.173516460137856,1,0.330355377344334,6088,FALSE
1333,102.65625,17.8656075677935,-0.224557509317129,1,0.330355377344334,6089,FALSE
1334,105.46875,17.660882418486,-0.276737270140414,1,0.330355377344334,6090,FALSE
1335,108.28125,17.4156886945996,-0.330355377344334,1,0.330355377344334,6091,TRUE
1336,111.09375,17.130302051998,-0.385742566271121,1,0.330355377344334,6092,TRUE
1337,113.90625,16.8050569569443,-0.443269513890864,1,0.330355377344334,6094,TRUE
1338,116.71875,16.4403523178455,-0.503357699799294,1,0.330355377344334,6095,TRUE
1339,119.53125,16.0366576885324,-0.566493002730344,1,0.330355377344334,5952,TRUE
1340,122.34375,15.5945199384594,-0.633243016177569,1,0.330355377344334,5953,TRUE
1341,125.15625,15.1145702664255,-0.704279460865044,1,0.330355377344334,5954,TRUE
1342,127.96875,14.5975314148199,-0.780407659653943,1,0.330355377344334,5955,TRUE
1343,130.78125,14.0442249215683,-0.86260593225674,1,0.330355377344334,5956,TRUE
1344,133.59375,13.4555782276856,-0.952079146700925,1,0.330355377344334,5813,TRUE
1345,46.40625,11.3334086316718,0.952079146700925,1,0.276737270140414,5779,TRUE
1346,49.21875,11.8349680358326,0.86260593225674,1,0.276737270140414,5780,TRUE
1347,52.03125,12.3070871465877,0.780407659653944,1,0.276737270140414,5781,TRUE
1348,54.84375,12.7488712522594,0.704279460865044,1,0.276737270140414,5782,TRUE
1349,57.65625,13.1595112925791,0.633243016177569,1,0.276737270140414,5783,TRUE
1350,60.46875,13.5382803036159,0.566493002730344,1,0.276737270140414,5784,TRUE
1351,63.28125,13.884529643339,0.503357699799294,1,0.276737270140414,5929,TRUE
1352,66.09375,14.1976851152406,0.443269513890864,1,0.276737270140414,5930,TRUE
1353,68.90625,14.4772430993607,0.385742566271121,1,0.276737270140414,5932,TRUE
1354,71.71875,14.7227667907405,0.330355377344334,1,0.276737270140414,5933,TRUE
1355,74.53125,14.9338826352263,0.276737270140414,1,0.276737270140414,5934,FALSE
1356,77.34375,15.1102770420237,0.224557509317129,1,0.276737270140414,5935,FALSE
1357,80.15625,15.2516934417414,0.173516460137856,1,0.276737270140414,5936,TRUE
1358,82.96875,15.3579297480895,0.123338236136739,1,0.276737270140414,5937,TRUE
1359,85.78125,15.4288362710355,0.0737644315224493,1,0.276737270140414,5938,TRUE
1360,88.59375,15.4643141191559,0.0245486221089255,1,0.276737270140414,5939,TRUE
1361,91.40625,15.4643141191559,-0.0245486221089254,1,0.276737270140414,5941,TRUE
1362,94.21875,15.4288362710355,-0.0737644315224492,1,0.276737270140414,5942,TRUE
1363,97.03125,15.3579297480895,-0.123338236136739,1,0.276737270140414,5943,TRUE
1364,99.84375,15.2516934417414,-0.173516460137856,1,0.276737270140414,5944,FALSE
1365,102.65625,15.1102770420237,-0.224557509317129,1,0.276737270140414,5945,FALSE
1366,105.46875,14.9338826352263,-0.276737270140414,1,0.276737270140414,5946,FALSE
1367,108.28125,14.7227667907405,-0.330355377344334,1,0.276737270140414,5947,FALSE
1368,111.09375,14.4772430993607,-0.385742566271121,1,0.276737270140414,5948,TRUE
1369,113.90625,14.1976851152406,-0.443269513890864,1,0.276737270140414,5950,TRUE
1370,116.71875,13.884529643339,-0.503357699799294,1,0.276737270140414,5951,TRUE
1371,119.53125,13.5382803036159,-0.566493002730344,1,0.276737270140414,5808,TRUE
1372,122.34375,13.1595112925791,-0.633243016177569,1,0.276737270140414,5809,TRUE
1373,125.15625,12.7488712522594,-0.704279460865044,1,0.276737270140414,5810,FALSE
1374,127.96875,12.3070871465877,-0.780407659653943,1,0.276737270140414,5811,TRUE
1375,130.78125,11.8349680358326,-0.86260593225674,1,0.276737270140414,5812,TRUE
1376,133.59375,11.3334086316718,-0.952079146700925,1,0.276737270140414,5813,TRUE
1377,46.40625,9.2374287755688,0.952079146700925,1,0.224557509317129,5635,FALSE
1378,49.21875,9.65010194885602,0.86260593225674,1,0.224557509317129,5636,FALSE
1379,52.03125,10.0390113156038,0.780407659653944,1,0.224557509317129,5637,TRUE
1380,54.84375,10.4033514426057,0.704279460865044,1,0.224557509317129,5638,TRUE
1381,57.65625,10.7423835761886,0.633243016177569,1,0.224557509317129,5639,TRUE
1382,60.46875,11.0554344153778,0.566493002730344,1,0.224557509317129,5640,TRUE
1383,63.28125,11.3418946790584,0.503357699799294,1,0.224557509317129,5785,TRUE
1384,66.09375,11.6012175331398,0.443269513890864,1,0.224557509317129,5786,TRUE
1385,68.90625,11.8329169412271,0.385742566271121,1,0.224557509317129,5788,TRUE
1386,71.71875,12.0365659987652,0.330355377344334,1,0.224557509317129,5789,TRUE
1387,74.53125,12.2117953062299,0.276737270140414,1,0.224557509317129,5790,TRUE
1388,77.34375,12.3582914318751,0.224557509317129,1,0.224557509317129,5791,FALSE
1389,80.15625,12.4757955089745,0.173516460137856,1,0.224557509317129,5792,TRUE
1390,82.96875,12.5641020065368,0.123338236136739,1,0.224557509317129,5793,TRUE
1391,85.78125,12.6230577062559,0.0737644315224493,1,0.224557509317129,5794,TRUE
1392,88.59375,12.6525609120527,0.0245486221089255,1,0.224557509317129,5795,TRUE
1393,91.40625,12.6525609120527,-0.0245486221089254,1,0.224557509317129,5797,TRUE
1394,94.21875,12.6230577062559,-0.0737644315224492,1,0.224557509317129,5798,TRUE
1395,97.03125,12.5641020065368,-0.123338236136739,1,0.224557509317129,5799,TRUE
1396,99.84375,12.4757955089745,-0.173516460137856,1,0.224557509317129,5800,FALSE
1397,102.65625,12.3582914318751,-0.224557509317129,1,0.224557509317129,5801,FALSE
1398,105.46875,12.2117953062299,-0.276737270140414,1,0.224557509317129,5802,FALSE
1399,108.28125,12.0365659987652,-0.330355377344334,1,0.224557509317129,5803,FALSE
1400,111.09375,11.8329169412271,-0.385742566271121,1,0.224557509317129,5804,TRUE
1401,113.90625,11.6012175331398,-0.443269513890864,1,0.224557509317129,5806,TRUE
1402,116.71875,11.3418946790584,-0.503357699799294,1,0.224557509317129,5807,TRUE
1403,119.53125,11.0554344153778,-0.566493002730344,1,0.224557509317129,5664,TRUE
1404,122.34375,10.7423835761886,-0.633243016177569,1,0.224557509317129,5665,TRUE
1405,125.15625,10.4033514426057,-0.704279460865044,1,0.224557509317129,5666,FALSE
1406,127.96875,10.0390113156038,-0.780407659653943,1,0.224557509317129,5667,TRUE
1407,130.78125,9.65010194885602,-0.86260593225674,1,0.224557509317129,5668,TRUE
1408,133.59375,9.2374287755688,-0.952079146700925,1,0.224557509317129,5669,TRUE
1409,46.40625,7.1627425673826,0.952079146700925,1,0.173516460137856,5491,FALSE
1410,49.21875,7.4851142727277,0.86260593225674,1,0.173516460137856,5492,FALSE
1411,52.03125,7.789208348857,0.780407659653944,1,0.173516460137856,5493,TRUE
1412,54.84375,8.07435351865106,0.704279460865044,1,0.173516460137856,5494,TRUE
1413,57.65625,8.3399279030684,0.633243016177569,1,0.173516460137856,5495,TRUE
1414,60.46875,8.5853591101234,0.566493002730344,1,0.173516460137856,5496,TRUE
1415,63.28125,8.81012416798573,0.503357699799294,1,0.173516460137856,5641,TRUE
1416,66.09375,9.01374933277543,0.443269513890864,1,0.173516460137856,5642,TRUE
1417,68.90625,9.19580980130954,0.385742566271121,1,0.173516460137856,5644,TRUE
1418,71.71875,9.35592935812597,0.330355377344334,1,0.173516460137856,5645,TRUE
1419,74.53125,9.49377998462992,0.276737270140414,1,0.173516460137856,5646,TRUE
1420,77.34375,9.60908145624283,0.224557509317129,1,0.173516460137856,5647,FALSE
1421,80.15625,9.70160095104807,0.173516460137856,1,0.173516460137856,5648,TRUE
1422,82.96875,9.77115269068708,0.123338236136739,1,0.173516460137856,5649,TRUE
1423,85.78125,9.81759763122354,0.0737644315224493,1,0.173516460137856,5650,TRUE
1424,88.59375,9.84084321842075,0.0245486221089255,1,0.173516460137856,5651,TRUE
1425,91.40625,9.84084321842075,-0.0245486221089254,1,0.173516460137856,5653,TRUE
1426,94.21875,9.81759763122354,-0.0737644315224492,1,0.173516460137856,5654,TRUE
1427,97.03125,9.77115269068708,-0.123338236136739,1,0.173516460137856,5655,TRUE
1428,99.84375,9.70160095104807,-0.173516460137856,1,0.173516460137856,5656,TRUE
1429,102.65625,9.60908145624283,-0.224557509317129,1,0.173516460137856,5657,TRUE
1430,105.46875,9.49377998462992,-0.276737270140414,1,0.173516460137856,5658,FALSE
1431,108.28125,9.35592935812597,-0.330355377344334,1,0.173516460137856,5659,TRUE
1432,111.09375,9.19580980130954,-0.385742566271121,1,0.173516460137856,5660,TRUE
1433,113.90625,9.01374933277543,-0.443269513890864,1,0.173516460137856,5662,TRUE
1434,116.71875,8.81012416798573,-0.503357699799294,1,0.173516460137856,5663,TRUE
1435,119.53125,8.5853591101234,-0.566493002730344,1,0.173516460137856,5520,TRUE
1436,122.34375,8.3399279030684,-0.633243016177569,1,0.173516460137856,5521,TRUE
1437,125.15625,8.07435351865106,-0.704279460865044,1,0.173516460137856,5522,FALSE
1438,127.96875,7.789208348857,-0.780407659653943,1,0.173516460137856,5523,TRUE
1439,130.78125,7.4851142727277,-0.86260593225674,1,0.173516460137856,5524,TRUE
1440,133.59375,7.1627425673826,-0.952079146700925,1,0.173516460137856,5525,TRUE
1441,46.40625,5.10453236714529,0.952079146700925,1,0.123338236136739,5347,FALSE
1442,49.21875,5.33553682767347,0.86260593225674,1,0.123338236136739,5348,TRUE
1443,52.03125,5.55359740657234,0.780407659653944,1,0.123338236136739,5349,TRUE
1444,54.84375,5.75821096695941,0.704279460865044,1,0.123338236136739,5350,TRUE
1445,57.65625,5.94890819368512,0.633243016177569,1,0.123338236136739,5351,TRUE
1446,60.46875,6.12525421238455,0.566493002730344,1,0.123338236136739,5352,TRUE
